name,name_en,type,address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time
Өнөр тооцооны төв  Экспресс банк АТМ,Unur branch  Express bank АТМ,atm,17-р хороо  1-р хороолол  Москвагийн гудамж  32-р байрны урд  Хас банк Өнөр тооцооны төв ,17th khoroo  1st microdistrict  Unur branch Xac bank ,Даваа-Ням 06:00-24:00 цаг,Mon-Sun 6am-12pm,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,11:59:00 PM
Баян худалдааны төв  Экспресс АТМ ,Bayan shopping center  Express ATM ,atm,Орхон аймаг  Баян-Өндар сум  Уурхайчин баг  Баян худалдааны төв,Orkhon province  Bayan-Undur  Byan shopping center,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:20:00 AM,8:00:00 PM
Дархан зах  Экспресс АТМ,Darkhan market  Express ATM ,atm,Дархан-Уул аймаг  Дархан сум  8-р баг  Дархан зах худалдааны төв,Darkhan-Uul province  Darkhan  Darkhan market ,"Мягмар-Ням 09-19 цаг
Даваа амрана","Tue-Sun 9am-7pm
Mon closed",1800-1888,0,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Хэрлэн худалданы төв  Экспресс АТМ,Kherlen shopping center  Express ATM ,atm,Багануур дүүрэг  1-р хороо  Нацагдоржийн гудамж  Хэрлэн худалдааны төв  ,1st khoroo  Natsgdorj street  Kherken shopping center,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Дархан их дэлгүүр  Экспресс АТМ,Darkhan depatrment store. Express ATM ,atm,Дархан-Уул аймаг  Дархан сум  14-р баг  Дархан их дэлгүүр,Darkhan-Uul province  Darkhan  Darkhan department store,Даваа-Ням 08:30-22:00 цаг,Mon-Sun 8:30am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Дархан плаза  Экспресс АТМ,Darkhan plaza  Express ATM ,atm,Дархан-Уул аймаг  Дархан сум  7-р баг  Дархан плаза,Darkhan-Uul province  Darkhan  Darkhan plaza ,Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,7:00:00 PM
Эрдэнэс плаза  Экспресс АТМ,Erdenes plaza  Express ATM ,atm,Дархан-Уул аймаг  Дархан сум  13-р баг  Эрдэнэс плаза ,Darkhan-Uul province  Darkhan  Erdenes plaza ,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Олон улсын худалдааны төв  Экспресс АТМ,International shopping center  Express ATM ,atm,Дархан-Уул аймаг  Дархан сум  12-р баг  Олон улсын худалдааны төв,Darkhan-Uul province  Darkhan  International shopping center,"Даваа-Ням 09:00-20:00 цаг
Лхагва амрана","Mon-Sun 9am-8pm
Wed closed",1800-1888,1,1,0,1,1,1,1,9:00:00 AM,8:00:00 PM
Есөн Эрдэнэ худалдааны бөөний төв  Экспресс банк АТМ,Esun-Erdene market  Express ATM ,atm,Орхон аймаг  Баян-Өндөр сум  Оюут баг  Есөн Эрдэнэ худалдааны бөөний төв,Orkhon province  Bayan-Undur  Oyut  Esun Erdene market ,Даваа-Ням 09:30-19:30 цаг,Mon-Sun 9:30am-7:30pm,1800-1888,1,1,1,1,1,1,1,9:30:00 AM,7:30:00 PM
Хангай бүс худалдааны  төв  Экспресс АТМ,Khangai region shopping center  Express ATM  ,atm,Орхон аймаг  Баян-Өндар сум  Уурхайчин баг  Хангай бүсийн худалдааны төв ,Orkhon province  Bayan-Undur  Uurkhaichin  Khangai region shopping center,"Мягмар-Ням 09-19 цаг
Даваа амрана","Tue-Sun 9am-7pm
Mon closed",1800-1888,0,1,1,1,1,1,1,9:00:00 AM,7:00:00 PM
Сэлэнгэ салбар  Экспресс АТМ,Selenge branch  Express ATM ,atm,Сэлэнгэ аймаг  Сүхбаатар сум  6-р баг  Хас банк Сэлэнгэ салбар ,Selenge province  Sukhbaatar  Xac bank Selenge branch,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Олон улсын худалдааны төв  Экспресс АТМ,International shopping center  Express ATM ,atm,Сэлэнгэ аймаг  Сүхбаатар сум  2-р баг  Олон улсын худалдааны төв ,Selenge province  Sukhbaatar  International shopping center,Даваа-Ням 09-19 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Өвөрхангай салбар  Экспресс АТМ,Uvurkhangai  Express ATM ,atm,Өвөрхангай аймаг  Арвайхээр сум  Хас банк Өвөрхангай салбар ,Uvurkhangai province  Arvaikheer  Xac bank Uvurkhangai branch ,Даваа-Ням 09:00-17:30 цаг,Mon-Sun 9am-5:30pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,5:30:00 PM
Түшиг төв  Экспресс АТМ,Tushig center  Express ATM ,atm,Өвөрхангай аймаг  Арвайхээр сум  5-р баг  Түшиг төв,Uvurkhangai province  Arvaikheer  Tushig center,"Даваа-Ням 09-19:30 цаг
Бямба амрана","Mon-Sun 9am-7:30pm
Saturday closed",1800-1888,1,1,1,1,1,0,1,9:00:00 AM,7:30:00 PM
Хархорин тооцооны төв  Экспресс АТМ,Kharkhorin branch  Express ATM ,atm,Uvurkhangai province  Kharkhorin  Erdenezuu street  Xac bank Kharkhorin branch,Uvurkhangai province  Kharkhorin  Erdenezuu street  Xac bank Kharkhorin branch,Даваа-Ням 09:00-18:00 цаг,Mon-Sun 9am-6pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,6:00:00 PM
Хасу худалдааны төв  Экспресс АТМ,Khasy shopping center  Express ATM,atm,Архангай аймаг  Эрдэнэбулган сум  3-р баг  Хасу худалдааны төв,Arkhangai province  Erdenebulgam sum  Khasu shopping center,"Даваа-Бямба 09-21 цаг
Ням амрана","Mon-Sat 9am-9pm
Sanday closed",1800-1888,1,1,1,1,1,1,0,9:00:00 AM,9:00:00 PM
Завхан салбар  Экспресс АТМ,Zavkhan branch  Express ATM,atm,Завхан аймаг  Улиастай сум  Жинст баг  Хас банк Завхан салбар,Zavkhan province  Uliastai  Jinst  Xac bank Zavkhan branch,Даваа-Бямба 08:00-23:00 цаг,Mon-Sat 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Баруун бүс худалдааны төв  Экспресс АТМ ,Western region shopping center  Express ATM ,atm,Завхан аймаг  Улиастай сум  Богдын гол баг  Баруун бүс худалдааны төв,Zavkhan province  Uliastai  Bogdiin gol  Western region shopping center ,Даваа-Бямба 09:00-20:00 цаг,Mon-Sat 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Хөвсгөл Эрхэс худалдааны төв  Экспресс АТМ,Khuvsgul Erkhes market  Express ATM ,atm,Хөвсгөл аймаг  Мөрөн сум  4-р баг  Эрхэс Худалдаа үйлчилгээний төв ,Khuvsgul province  Murun  Erkhes market branch,Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-23pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:00:00 PM
Хөвсгөл салбар  Экспресс АТМ,Khuvsgul branch  Express ATM ,atm,Хөвсгөл аймаг  Мөрөн сум  8-р баг  Хас банк Хөвсгөл салбар ,Khuvsgul province  Murun  Xac bank Khuvsgul branch,Даваа-Ням 24 7 цаг,Mon-Sun 24 7,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,12:00:00 AM
UBM төв  Экспресс АТМ,UBM center  Express ATM,atm,Хөвсгөл аймаг  Мөрөн сум  8-р баг  Хас банк Хөвсгөл салбар ,Khuvsgul province  Murun  UBM shopping center,Даваа-Ням 09:00-17:00 цаг,Mon-Sun 9am-5pm,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Шилэн зах  Экпресс АТМ ,Shilen market  Express ATM ,atm,Говь-Алтай аймаг  Есөнбулаг сум  8-р баг  Шилэн зах,Govi-Altai province  Esunbulag  Shilen market,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Мэргэн-2 супермаркет  Экспресс АТМ ,Mergen 2 supermarket  Express ATM ,atm,Баянхонгор аймаг  Баянхонгор сум  1-р баг  Мэргэн 2 супермаркет ,Bayanlkhongor province  Bayankhongor  Mergen 2 supermarket,Даваа-Ням 07:30-23:00 цаг,Mon-Sun 7:30am-11pm,1800-1888,1,1,1,1,1,1,1,7:30:00 AM,11:00:00 PM
Баруун бүс худалдааны төв  Экспресс АТМ ,Western region shopping center  Express ATM ,atm,Баянхонгор аймаг  Баянхонгор сум  1-р баг  Баруун бүс худалдааны төв ,Bayanlkhongor province  Bayankhongor  Western region shopping center ,Даваа-Ням 10:00-18:00 цаг,Mon-Sun 10am-18pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,6:00:00 PM
Амар супермаркет  Экспресс АТМ ,Amar shopping center  Express ATM ,atm,Баянхонгор аймаг  Баянхонгор сум  1-р баг  Амар худалдааны төв,Bayanlkhongor province  Bayankhongor  Amar shopping center,Даваа-Ням 09:30-22:30 цаг,Mon-Sun 9:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,9:30:00 AM,10:30:00 PM
Хишиг худалдааны төв  Экспресс АТМ ,Khishig shopping center  Express ATM  ,atm,Ховд аймаг  Жаргалант сум  Алаг толгой баг  Хишиг худалдааны төв,Khovd province  Jargalant  Alag tolgoi  Khishig shopping center,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Шинэ улаангом зах  Экспресс АТМ,Shine ulaangom market  Express ATM ,atm,Увс аймаг  Улаангом сум  3-р баг  Шинэ улаангом зах ,Uvs province  Ulaangom  Shine ulaangom market ,"Мягмар-Ням 09:00-20:00 цаг
Даваа амрана","Tue-Sun 9am-8pm
Monday closed",1800-1888,0,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Улаангом тооцооны төв  Экспресс банк АТМ,Ulaangom branch  Express ATM ,atm,Увс аймаг  Улаангом сум  3-р баг  Хас банк Улаангом тооцооны төв ,Uvs province  Ulaangom  Xac bank Ulaangom branch ,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Алтай таван богд центр  Экспресс АТМ ,Altai tavan bogd center  Express ATM ,atm,Баян-Өлгий аймаг  Өлгий сум  Алтай таван богд центр ,Bayan-Ulgii province  Ulgii  Altai tavan bogd center ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Баян-Өлгий салбар  Экспресс АТМ ,Information communication center  Express ATM ,atm,Баян-Өлгий аймаг  Өлгий сум  5-р баг  MJS Tower ,Bayan-Ulgii province  Ulgii  MJS Tower ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Хан жаргалант худалдааны төв  Экспресс АТМ,Khan jargalant shopping center  Express ATM  ,atm,Булган сум  6-р баг  Удавлын гудамж  Хан жаргалант худалдааны төв ,Bulgan province  Udval street  Khan jargalant shopping center,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Мөнх-Өвөгдий супермаркет  Экспресс банк ,Munkh-Uvugdii supermarket  Express ATM ,atm,Завхан аймаг  Тосонцэнгэл сум  Дархан-Уул баг  Мөнх-Өвөгдий супермаркет ,Zavkhan province  Tosontsengel  Munkh-Uvugdii supermarket ,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Тод 2 худалдааны төв  Экспресс АТМ,Tod 2 shopping center  Express ATM ,atm,Сэлэнгэ аймаг  Мандал сум  7-р баг  Тод 2 худалдааны төв ,Selenge province  Mandal  Tod 2 shopping center ,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Налайх салбар  Экспресс банк ,Nalaikh branch  Express bank ,atm,Налайх дүүрэг  2-р хороо  Даваажавын гудамж  Хас банк Налайх салбар ,Nalaikh  2nd khoroo  Davaajav street  Xac bank Nalaikh branch ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Мэдээлэл холбоо сүлжээ  Экспресс АТМ,Information communication center  Express ATM ,atm,Төв аймаг  Зуунмод сум  1-р баг  Мэдээлэл холбоо сүлжээ,Tuv province  Zuunmod  Information communication center,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Хишиг худалдааны төв  Экспресс АТМ ,Khishig shopping center  Express ATM  ,atm,Ховд аймаг  Жаргалант сум  Алаг толгой баг  Хишиг худалдааны төв,Khovd province  Jargalant  Alag tolgoi  Khishig shopping center,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Багануур салбар  Экспресс АТМ,Baganuur branch  Express ATM ,atm,Багануур дүүрэг  1-р хороо  Нацагдоржийн гудамж 7 1  Хас банк Багануур салбар ,1st khoroo  Natsgdorj street 7 1  Baganuur branch Xac bank,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Налайх мини маркет АТМ,Nalaikh mini market АТМ,atm,Налайх дүүрэг  4-р хороо  Алтай 1-14  Мини маркет ,Nalaikh  4th khoroo  Altai 1 14  Mini market ,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Тэрэлж  ЗДТГазрын байр ,Terelj  ZDTG,atm,Налайх дүүрэг  6-р Тэрэлж ЗДТГ ,Nalaikh  West of Terelj hotel  ZDTG,Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Бор-Өндөр Тооцооны Төв АТМ,Bor-Undur branch АТМ,atm,Хэнтий аймаг  Бор-Өндөр сум  Хас банк Бор-Өндөх тооцооны төв ,Khentii province  Bor-Undur  Bor-Undur branch Xac bank ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Бор-Өндөр TT  Экспресс АТМ,Bor-Undur branch  Express АТМ,atm,Хэнтий аймаг  Бор-Өндөр сум  Хас банк Бор-Өндөх тооцооны төв ,Khentii province  Bor-Undur  Bor-Undur branch Xac bank,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Хангарьд спортын ордон ,Khangarid sports place ,atm,Орхон аймаг  Баян-Өндөр сум  Хангарьд спортын ордон,Orkhon province  Bayan-Undur  Khangarid sports place,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,10:00:00 PM
Амар худалдааны төв,Amar shopping center ,atm,Баянхонгор аймаг  Баянхонгор сум  1-р баг  Амар худалдааны төв ,Bayanlkhongor province  Bayankhongor  Amar shopping center ,Даваа-Ням 09:30-22:30 цаг,Mon-Sun 9:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,8:30:00 AM,6:30:00 PM
Говьсүмбэр салбар АТМ,Govisumber branch ATM,atm,Говьсүмбэр аймаг Сүмбэр сум 3 баг Миний дэлгүүрийн үүдэнд,Govisumber province  Sumber  Minii supermarket ,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Дорноговь Cиднэй АТМ,Dornogovi Sydney АТМ,atm,Дорноговь аймаг  Сайншанд сум  2-р баг  Дорноговь Сиднэй дэлгүүр ,Dornogovi province  Sainshand  Sydney Dornogovi ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Шүр зах АТМ,Shur market АТМ,atm,Дорнод аймаг  Хэрлэн сум  6-р баг  Худалдааны гудамж  Шүр зах,Dornod province  Kherlen  Trade street  Shur market ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Дундговь Цоглог плаза АТМ,Tsoglog plaza АТМ,atm,Дундговь аймаг  Сайнцагаан сум  7-р баг  Цоглог плаза ,Dundgovi province  Saintsagaan  Tsoglog plaza,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Баян бүрд худалдааны төв ,Bayan burd shopping center ,atm,Завхан аймаг  Улиастай сум  Жинст баг  Баян бүрд худалдааны төв ,Zavkhan province  Uliastai  Jinst  Bayan burd shopping center,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Элгэн баян худалдааны төв ,Elgen bayan market ,atm,Дорноговь аймаг  Замын Үүд сум   -р баг  худалдааны төв ,Dornogovi province  Zamiin-Uud   ,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Мандах Маркет супермаркет АТМ,Mandakh market supermarket АТМ,atm,Налайх дүүрэг  1-р хороо  Энгэршанд 1А-8  Мандах Маркет супермаркет ,Nalaikh  1st khoroo  Mandakh Market supermarket,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Миний дэлгүүр,Minii hypermarket shopping center ,atm,Архангай аймаг  Эрдэнэбулган сум  3-р баг  Миний дэлгүүр,Arkhangai province  Erdenebulgam sum  Minii hypermarket shopping center,Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Шинэ орчин төв АТМ,Darkhan shine orchin center АТМ,atm,Дархан-Уул аймаг  Дархан сум  8-р баг  Шинэ орчин төв ,Darkhan-Uul province  Darkhan  Shine orchin center ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Гост худалдааны төв АТМ,Gost shopping center АТМ,atm,Архангай аймаг  Эрдэнэбулган сум  4-р баг  Гост худалдааны төв ,Arkhangai province  Erdenebulgam sum  Gost shopping center,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Кинг ресторан АТМ,King restaurant АТМ,atm,Ховд аймаг  Жаргалант сум  Их монгол хотхон  Кинг ресторан,Khovd province  Jargalant  Ikh mongol towm  King restaurant ,Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am-7pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,7:00:00 PM
Цэлмэг дэлгүүр АТМ,Tselmeg supermarket АТМ,atm,Увс аймаг  Улаангом сум  3-р баг  Цэлмэг дэлгүүр ,Uvs province  Ulaangom  Tselmeg supermarket ,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Анурад хүнсний дэлгүүр  АТМ,Anurad supermarket АТМ,atm,Баянхонгор аймаг  Баянхонгор сум  Төв захын хойно  Анурад хүнсний дэлгүүр ,Bayanlkhongor province  Bayankhongor  Anurad supermarket ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,2:05:00 PM,2:05:00 PM
Дөлгөөн супермаркет АТМ,Dulguun supermarket АТМ,atm,Өмнөговь аймаг  Ханбогд сум  Шар Дов 19-1  Дөлгөөн супермаркет ,Umnugovi province  Khanbogd  Dulguun supermarket ,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Зам зуур хүнсний дэлгүүр АТМ,Zam zuur supermarket  АТМ,atm,Багануур дүүрэг  1-р хороо  Зам зуур хүнсний дэлгүүр ,1st khoroo  Zam zuur supermarket ,Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Од худалдааны төв  АТМ,Od shopping center АТМ,atm,Орхон аймаг  Баян-Өндөр сум  Уртбулаг баг  5-р микр  Од худалдааны төв ,Orkhon province  Bayan-Undur   Urtbulag  5th mikr  Od shopping center,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Цах худалдааны төв АТМ,Tsakh shopping center АТМ,atm,Орхон аймаг  Баян-Өндар сум  Уурхайчин баг  Цах худалдааны төв,Orkhon province  Bayan-Undur  Uurkhaichin  Tsakh shopping center ,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Дорнод Нарлаг дэлгүүр АТМ,Dornod Narlag delguur АТМ,atm,Дорнод аймаг  Хэрлэн сум  6-р баг  ЧИТА-ийн гудамж  Нарлаг дэлгүүр Дорнод ,Dornod province  Kherlen  CHITA street  Narlag delguur Dornod ,Даваа-Ням 9:30-22:00 цаг,Mon-Sun 9:30am-10pm,1800-1888,1,1,1,1,1,1,1,9:30:00 AM,10:00:00 PM
Дархан Магнолиа АТМ,Darkhan Magnolia АТМ,atm,Дархан-Уул аймаг  Дархан сум  8-р баг  Дархан магнолиа ,Darkhan-Uul province  Darkhan  Darkhan Magnolia,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
UBM төв  Экспресс АТМ,UBM center  Express ATM ,atm,Хөвсгөл аймаг  Мөрөг сум  4-р баг  UBM худалдааны төв,"Khuvsgul province  Murun  UBM shopping center
",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Харгант бөөний төв АТМ,Khargant market АТМ,atm,Завхан аймаг  Тосонцэнгэл сум  1- баг  Худалдааны гудам  Харгант Бөөний төв,Zavkhan province  Tosontsengel  Trade street  Khargant market,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Сэлэнгэ салбар АТМ,Selenge branch АТМ,atm,Сэлэнгэ аймаг  Сүхбаатар сум  6-р баг  Хас банк Сэлэнгэ салбар ,Selenge province  Sukhbaatar  Xac bank Selenge branch ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Хангай бүс худалдааны  төв АТМ,Khangai region shopping center АТМ,atm,Орхон аймаг  Баян-Өндар сум  Уурхайчин баг  Хангай бүсийн худалдааны төв ,Orkhon province  Bayan-Undur  Uurkhaichin  Khangai region shopping center ,Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,7:00:00 PM
Анд төв АТМ,And center  АТМ,atm,Мөрөн сум  8-р баг  Анд үйлчилгээнтий төв,Khuvsgul province  Murun  And shopping center ,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Шинэ оргил хүнсний дэлгүүр АТМ,Shine orgil supermarket АТМ,atm,Төв аймаг  Зуунмод сум  Номт баг  Энхжин хотхон  Шинэ оргил хүнсний дэлгүүр ,Tuv province  Zuunmod  Enkhjin town  Shine orgil supermarket,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Хангамж худалдааны төв АТМ,Khangamj shopping center АТМ,atm,Өвөрхангай аймаг  Арвайхээр сум  Төв барааны зах Хангамж худалдааны төв,Uvurkhangai province  Arvaikheer  Central market  Khangamj shopping center ,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Буянт рашаан Монос эмийн сан АТМ,Buyant rashaan  Monos pharmacy АТМ,atm,Сэлэнгэ аймаг  Сүхбаатар сум  Ган зам 7-р баг  Буянт рашаан эмийн сан ,Selenge province  Sukhbaatar  Gan zam  Buyant rashaan Monos pharmacy,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Дархан нэхий худалдааны төв  АТМ,Darkhan nekhii shopping center АТМ,atm,Орхон аймаг  Баян-Өндөр сум  Их залуу 3а-9 тоот  Дархан нэхий худалдааны төв ,Orkhon province  Bayan-Undur  Ikh zaluu  Darkhan nekhii shopping center ,Даваа-Ням 10:00-22:00 цаг,Mon-Sun 10am-10pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,10:00:00 PM
Эрдэнэт нэгдсэн эмнэлэг АТМ,Erdenet general hospital АТМ,atm,Орхон аймаг  Баян-Өндар сум  1-р хороолол  Нэгдсэн эмнэлэг хүлээн авах байр,Orkhon province  Bayan-Undur  1st microdistrict  General hospital reception ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Оргил худалдааны төв АТМ,Orgil shopping center АТМ,atm,Баян-Өлгий аймаг  Өлгий сум  5-р баг  Оргил худалдааны төв ,Bayan-Ulgii province  Ulgii  Orgil shopping center ,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Сансар супермаркет  Экспресс АТМ,Sodon  Express ATM  ,atm,6-р хороо  Үйлдвэрчний эвлэлийн гудамж  Содон хороолол  Сансар сүлжээ супермаркет,6th khoroo  Sodon khoroolol  Sansar supermarket,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,10:00:00 PM
Содон Сансар супермаркет АТМ,Sodon Sansar supermarket ATM,atm,6-р хороо  Үйлдвэрчний эвлэлийн гудамж  Содон хороолол  Сансар сүлжээ супермаркет,6th khoroo  Sodon khoroolol  Sansar supermarket,Даваа-Ням 08:30-22:00 цаг,Mon-Sun 8:30am-10pm,1800-1888,1,1,1,1,1,1,1,8:30:00 AM,10:00:00 PM
Имарт Чингис  Экспресс АТМ-2,E-mart Chinggis  Express ATM-2,atm,1-р хороо  12-р хороолол  Токиогийн гудамж-23  Имарт Чингис 1-р давхарт,1st Khoroo  12th Microdistrict  Tokyo Street  E-mart Chinggis 2nd floor,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
